,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,num_of_random_dilations,win_lengths,norm_options,word_lengths,alphabet_size,feature_selection,max_feature_count
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.78688875,0.27539291666666665,3.054669583333333,1008.5,2,"[28, 24, 20, 16, 12]","[True, False]",[8],6,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8015675,2.543945,7.772917083333334,408.0,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.7901475000000001,2.563005833333333,7.817316666666667,432.0,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.7930979166666668,2.681259583333334,7.834876666666667,270.0,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.7931195833333332,2.6809725000000006,7.7944033333333325,267.0,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8285125,3.1266008333333333,8.2944875,3714.5,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8312312500000001,3.100320416666667,8.195991666666666,3040.0,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8231229166666667,2.965813333333333,8.025217499999998,2075.0,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8191766666666668,3.0671545833333336,8.180649583333333,2275.0,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8252875,3.3405520833333333,8.249440833333333,14465.0,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",6,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8213125,3.335897916666667,8.302900833333332,12433.0,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",6,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",6,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",6,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8229054166666666,2.935875833333333,8.045888333333336,2614.0,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",6,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.82792625,3.1060599999999994,8.266392083333333,4137.0,12,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",6,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.80721375,1.3625783333333334,7.892100833333333,768.0,12,"[28, 24, 20, 16, 12]","[True, False]",[6],2,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.80477,1.3511654166666667,7.8357841666666666,768.0,12,"[28, 24, 20, 16, 12]","[True, False]",[6],2,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[6],2,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[6],2,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.7948925,1.438325416666667,7.872668333333334,482.0,12,"[28, 24, 20, 16, 12]","[True, False]",[6],2,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.80733125,1.4434420833333332,7.856235833333334,489.5,12,"[28, 24, 20, 16, 12]","[True, False]",[6],2,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8343866666666667,1.6674933333333335,8.371804583333335,8293.5,12,"[28, 24, 20, 16, 12]","[True, False]",[6],4,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8220845833333333,1.683415,8.31588375,6989.5,12,"[28, 24, 20, 16, 12]","[True, False]",[6],4,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[6],4,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[6],4,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8261162500000001,1.5362333333333333,8.08681625,2787.0,12,"[28, 24, 20, 16, 12]","[True, False]",[6],4,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8298004166666667,1.6156504166666668,8.252704583333333,4532.5,12,"[28, 24, 20, 16, 12]","[True, False]",[6],4,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8222195833333333,1.8252179166666664,8.319174166666667,13997.5,12,"[28, 24, 20, 16, 12]","[True, False]",[6],6,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8316962499999999,1.8247883333333335,8.401101249999998,18241.0,12,"[28, 24, 20, 16, 12]","[True, False]",[6],6,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[6],6,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[6],6,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8202245833333333,1.4656674999999997,7.773145833333333,3041.0,12,"[28, 24, 20, 16, 12]","[True, False]",[6],6,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8277020833333334,1.5890975,7.988060416666666,5573.0,12,"[28, 24, 20, 16, 12]","[True, False]",[6],6,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8171004166666668,2.831950416666667,8.000830833333334,2016.0,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",2,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8127475000000001,2.825935,8.022914583333334,1824.0,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",2,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",2,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",2,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8105508333333334,2.9915604166666667,8.028406250000002,1177.0,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",2,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8223391666666666,2.98831125,8.02385625,1024.5,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",2,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8300041666666668,3.5550416666666664,8.386762916666667,12284.5,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",4,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8250574999999999,3.556185416666667,8.364321250000001,12428.5,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",4,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",4,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",4,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8225975000000001,3.0487529166666665,7.9797075,2962.5,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",4,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8228887500000001,3.227145416666667,8.171005833333334,5273.5,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",4,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.829935,3.980021666666667,8.371023333333333,23685.5,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",6,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8301950000000001,3.9552329166666667,8.287629583333333,23242.5,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",6,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",6,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",6,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8245341666666667,2.9875779166666665,7.767685,3049.0,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",6,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.82842,3.178345,7.996275,5956.0,12,"[28, 24, 20, 16, 12]","[True, False]","[6, 8]",6,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.81449375,1.4911808333333332,8.120463749999999,3072.0,12,"[28, 24, 20, 16, 12]","[True, False]",[8],2,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8134204166666666,1.5014991666666668,8.135819166666666,3072.0,12,"[28, 24, 20, 16, 12]","[True, False]",[8],2,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[8],2,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[8],2,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8200125000000001,1.58421875,8.229602916666666,1493.0,12,"[28, 24, 20, 16, 12]","[True, False]",[8],2,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8285416666666666,1.5607508333333333,8.168305416666668,1905.0,12,"[28, 24, 20, 16, 12]","[True, False]",[8],2,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8281062499999999,1.91784,8.330586666666667,18711.0,12,"[28, 24, 20, 16, 12]","[True, False]",[8],4,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8225579166666667,1.903625,8.394789166666667,18196.5,12,"[28, 24, 20, 16, 12]","[True, False]",[8],4,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[8],4,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[8],4,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8217195833333334,1.5498408333333333,7.851512916666667,3072.0,12,"[28, 24, 20, 16, 12]","[True, False]",[8],4,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8273429166666668,1.6454158333333335,8.046209583333333,5676.5,12,"[28, 24, 20, 16, 12]","[True, False]",[8],4,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8290866666666666,2.1654195833333336,8.392003333333333,33869.5,12,"[28, 24, 20, 16, 12]","[True, False]",[8],6,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8225725,2.192637083333333,8.369993333333333,35382.5,12,"[28, 24, 20, 16, 12]","[True, False]",[8],6,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[8],6,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,12,"[28, 24, 20, 16, 12]","[True, False]",[8],6,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.7777866666666666,1.5413070833333335,7.407978750000001,3072.0,12,"[28, 24, 20, 16, 12]","[True, False]",[8],6,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8048754166666666,1.6045404166666666,7.657778333333333,6022.0,12,"[28, 24, 20, 16, 12]","[True, False]",[8],6,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.7979991666666666,4.629695416666666,7.757036666666667,924.0,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.7991199999999999,4.655548333333333,7.7993612500000005,1056.0,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.7815991666666666,4.896545833333334,7.8356037500000015,645.3333333333334,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.7910420833333333,4.8805925,7.80328125,635.25,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",2,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.81166625,5.6881675,8.217698333333333,8222.5,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,none,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8167512499999999,5.694009166666667,8.27192,6628.416666666667,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,none,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,chi,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,,,,,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,chi,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8119500000000001,5.452661249999999,8.123540416666666,3993.9166666666665,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,random,256
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8138845833333334,5.568364166666666,8.1727925,5483.5,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",4,random,512
0,CBOSS_Dilation_bulk,ALL_AVERAGE,0.8164408333333334,6.093970833333333,8.341189583333332,16146.166666666666,22,"[28, 24, 20, 16, 12]","[True, False]","[4, 6]",6,none,256
